time,u_in,Vin,f_cmd,f_m,integral,uff
0.400,1.358558,1.358558,4.00,2.743029,0.386781,1.209231
0.401,1.343176,1.343176,4.00,2.765179,0.388015,1.209231
0.402,1.325343,1.325343,4.00,2.790828,0.389225,1.209231
0.403,1.305364,1.305364,4.00,2.819538,0.390405,1.209231
0.404,1.287908,1.287908,4.00,2.844640,0.391560,1.209231
0.405,1.258671,1.258671,4.00,2.886566,0.392674,1.209231
0.406,1.238308,1.238308,4.00,2.915812,0.393758,1.209231
0.407,1.216116,1.216116,4.00,2.947665,0.394810,1.209231
0.408,1.205520,1.205520,4.00,2.962949,0.395847,1.209231
0.409,1.200667,1.200667,4.00,2.970029,0.396877,1.209231
0.410,1.167359,1.167359,4.00,3.017753,0.397860,1.209231
0.411,1.145328,1.145328,4.00,3.049362,0.398810,1.209231
0.412,1.134871,1.134871,4.00,3.064433,0.399746,1.209231
0.413,1.130139,1.130139,4.00,3.071327,0.400674,1.209231
0.414,1.126012,1.126012,4.00,3.077354,0.401597,1.209231
0.415,1.098300,1.098300,4.00,3.117069,0.402480,1.209231
0.416,1.084996,1.084996,4.00,3.136198,0.403344,1.209231
0.417,1.068974,1.068974,4.00,3.159206,0.404185,1.209231
